0.010000839,0.010102875
0.020103714,0.009841718
0.030000839,0.009258546
0.040000839,0.009702084
0.050000839,0.010354314
0.060355153,0.010425666
0.070780819,0.009593054
0.080373873,0.009554913
0.090000839,0.010010372
0.100011211,0.009990884
0.110002095,0.009285476
0.120000839,0.010048142
0.130048981,0.009888085
0.140000839,0.009528448
0.150000839,0.009398410
0.160000839,0.009301714
0.170000839,0.009392440
0.180000839,0.013405579
0.193406418,0.009407106
0.202813524,0.009150013
0.211963537,0.009545108
0.221508645,0.009694084
0.231202729,0.009601924
0.240804653,0.009778702
0.250583355,0.009908129
0.260491484,0.009630791
0.270122275,0.009310735
0.280000839,0.010021910
0.290022749,0.009709812
0.300000839,0.009910301
0.310000839,0.009618751
0.320000839,0.009905800
0.330000839,0.009633095
0.340000839,0.009410499
0.350000839,0.010241709
0.360242548,0.009811053
0.370053601,0.009848823
0.380000839,0.009233127
0.390000839,0.009741207
0.400000839,0.009557309
0.410000839,0.009688367
0.420000839,0.010036710
0.430037549,0.009797225
0.440000839,0.009544499
0.450000839,0.009296668
0.460000839,0.013047187
0.473048026,0.010304876
0.483352902,0.009660347
0.493013249,0.009090481
0.502103730,0.009127662
0.511231392,0.009371333
0.520602725,0.009463652
0.530066377,0.009448656
0.540000839,0.009808712
0.550000839,0.009557828
0.560000839,0.012793353
0.572794192,0.009321847
0.582116039,0.009643340
0.591759379,0.009082988
0.600842367,0.009285380
0.610127747,0.009831785
0.620000839,0.009325604
0.630000839,0.009536771
0.640000839,0.009535320
0.650000839,0.009058554
0.660000839,0.009388653
0.670000839,0.009746524
0.680000839,0.009618998
0.690000839,0.009913025
0.700000839,0.009529623
0.710000839,0.009539586
0.720000839,0.012942229
0.732943068,0.009346828
0.742289896,0.009466602
0.751756498,0.013278146
0.765034644,0.009604617
0.774639261,0.009395486
0.784034747,0.009574196
0.793608943,0.009973199
0.803582142,0.009451692
0.813033834,0.009382112
0.822415946,0.010288887
0.832704833,0.009692653
0.842397486,0.012786397
0.855183883,0.009822701
0.865006584,0.012392825
0.877399409,0.009699634
0.887099043,0.009731394
0.896830437,0.009659368
0.906489805,0.009841677
0.916331482,0.009732294
0.926063776,0.009519995
0.935583771,0.009889267
0.945473038,0.013357814
0.958830852,0.009591761
0.968422613,0.009551516
0.977974129,0.009616193
0.987590322,0.009832013
0.997422335,0.009735488
1.007157823,0.009778026
1.016935849,0.009333240
1.026269089,0.009692526
1.035961615,0.009748477
1.045710092,0.009356967
1.055067059,0.009570746
1.064637805,0.010062082
1.074699887,0.009479970
1.084179857,0.009294419
1.093474276,0.009536341
1.103010617,0.009543072
1.112553689,0.010040945
1.122594634,0.009548286
1.132142920,0.009490501
1.141633421,0.009684196
1.151317617,0.009729175
1.161046792,0.009273867
1.170320659,0.009410820
1.180000839,0.009523843
1.190000839,0.008795879
1.200000839,0.009943921
1.210000839,0.013269949
1.223270788,0.009602205
1.232872993,0.009189375
1.242062368,0.010041077
1.252103445,0.009621119
1.261724564,0.009601719
1.271326283,0.009724596
1.281050879,0.009546450
1.290597329,0.009003045
1.300000839,0.009700724
1.310000839,0.009162740
1.320000839,0.009535268
1.330000839,0.009161117
1.340000839,0.009284036
1.350000839,0.009608826
1.360000839,0.009697901
1.370000839,0.009880394
1.380000839,0.009679087
1.390000839,0.009254756
1.400000839,0.009610014
1.410000839,0.009854875
1.420000839,0.009704120
1.430000839,0.009859891
1.440000839,0.009424459
1.450000839,0.009930390
1.460000839,0.013012426
1.473013265,0.009884269
1.482897534,0.009610312
1.492507846,0.008941787
1.501449633,0.009020761
1.510470394,0.013040483
1.523510877,0.013129592
1.536640469,0.009840524
1.546480993,0.009730775
1.556211768,0.009832015
1.566043783,0.009851316
1.575895099,0.009570438
1.585465537,0.009039247
1.594504784,0.009268515
1.603773299,0.009784339
1.613557638,0.009337223
1.622894861,0.009646827
1.632541688,0.009691117
1.642232805,0.009360063
1.651592868,0.009036979
1.660629847,0.009440925
1.670070772,0.009541750
1.680000839,0.009604395
